STT,Program,Threads,Time (seconds)
61,MPI,12,0.573203
62,Sequential,1,3.919072
62,OpenMP,2,3.325387
62,OpenMP,4,2.274048
62,OpenMP,6,1.740938
62,OpenMP,8,1.618109
62,OpenMP,12,1.666963
62,Pthreads,2,5.919601
62,Pthreads,4,6.375047
62,Pthreads,6,4.732084
62,Pthreads,8,5.734753
62,Pthreads,12,6.490143
62,MPI,2,2.566700
62,MPI,4,1.597215
62,MPI,6,1.112739
62,MPI,8,0.887400
62,MPI,12,0.568264
63,Sequential,1,4.104019
63,OpenMP,2,3.360168
63,OpenMP,4,2.219518
63,OpenMP,6,1.790124
63,OpenMP,8,1.692301
63,OpenMP,12,2.019713
63,Pthreads,2,6.189965
63,Pthreads,4,6.051884
63,Pthreads,6,6.216849
63,Pthreads,8,5.962812
63,Pthreads,12,6.108664
63,MPI,2,2.596692
63,MPI,4,1.553630
63,MPI,6,1.097780
63,MPI,8,0.837377
63,MPI,12,0.570811
64,Sequential,1,3.962176
64,OpenMP,2,3.277552
64,OpenMP,4,2.279118
64,OpenMP,6,1.779337
64,OpenMP,8,1.677172
64,OpenMP,12,1.796192
64,Pthreads,2,4.649281
64,Pthreads,4,6.050760
64,Pthreads,6,5.392726
64,Pthreads,8,5.799006
64,Pthreads,12,5.819666
64,MPI,2,2.611109
64,MPI,4,1.561794
64,MPI,6,1.104003
64,MPI,8,0.853488
64,MPI,12,0.596464
65,Sequential,1,4.004716
65,OpenMP,2,3.316009
65,OpenMP,4,2.077154
65,OpenMP,6,1.752448
65,OpenMP,8,1.879802
65,OpenMP,12,1.849545
65,Pthreads,2,5.410729
65,Pthreads,4,5.939934
65,Pthreads,6,6.360036
65,Pthreads,8,6.445589
65,Pthreads,12,6.031406
65,MPI,2,2.574835
65,MPI,4,1.574881
65,MPI,6,1.102671
65,MPI,8,0.887660
65,MPI,12,0.572922
66,Sequential,1,3.966937
66,OpenMP,2,3.259461
66,OpenMP,4,2.132901
66,OpenMP,6,1.733277
66,OpenMP,8,1.682604
66,OpenMP,12,2.191228
66,Pthreads,2,5.066905
66,Pthreads,4,4.830729
66,Pthreads,6,5.292785
66,Pthreads,8,5.400246
66,Pthreads,12,5.521731
66,MPI,2,2.659114
66,MPI,4,1.591559
66,MPI,6,1.101371
66,MPI,8,0.857275
66,MPI,12,0.597364
67,Sequential,1,3.941679
67,OpenMP,2,3.327653
67,OpenMP,4,2.283670
67,OpenMP,6,1.739263
67,OpenMP,8,1.662279
67,OpenMP,12,1.964485
67,Pthreads,2,4.871955
67,Pthreads,4,5.792553
67,Pthreads,6,5.920256
67,Pthreads,8,6.010288
67,Pthreads,12,6.775345
67,MPI,2,2.559862
67,MPI,4,1.584325
67,MPI,6,1.081364
67,MPI,8,0.852346
67,MPI,12,0.565408
68,Sequential,1,4.010747
68,OpenMP,2,3.290061
68,OpenMP,4,2.224343
68,OpenMP,6,1.714491
68,OpenMP,8,1.686175
68,OpenMP,12,1.956943
68,Pthreads,2,5.046154
68,Pthreads,4,5.239294
68,Pthreads,6,5.343971
68,Pthreads,8,6.577502
68,Pthreads,12,5.740911
68,MPI,2,2.743548
68,MPI,4,1.557013
68,MPI,6,1.092301
68,MPI,8,0.826933
68,MPI,12,0.584876
69,Sequential,1,3.976410
69,OpenMP,2,3.590533
69,OpenMP,4,2.244350
69,OpenMP,6,1.725469
69,OpenMP,8,1.584013
69,OpenMP,12,1.756779
69,Pthreads,2,6.028084
69,Pthreads,4,6.476327
69,Pthreads,6,5.706046
69,Pthreads,8,5.545029
69,Pthreads,12,5.734938
69,MPI,2,2.602688
69,MPI,4,1.602093
69,MPI,6,1.094193
69,MPI,8,0.879265
69,MPI,12,0.596192
70,Sequential,1,3.935876
70,OpenMP,2,3.322467
70,OpenMP,4,2.214801
70,OpenMP,6,1.708914
70,OpenMP,8,1.794697
70,OpenMP,12,1.642033
70,Pthreads,2,5.710075
70,Pthreads,4,6.502424
70,Pthreads,6,5.335175
70,Pthreads,8,5.868486
70,Pthreads,12,6.080380
70,MPI,2,2.576232
70,MPI,4,1.563740
70,MPI,6,1.091393
70,MPI,8,0.858632
70,MPI,12,0.564154
71,Sequential,1,3.949265
71,OpenMP,2,3.266854
71,OpenMP,4,2.296530
71,OpenMP,6,1.658015
71,OpenMP,8,1.655142
71,OpenMP,12,1.814371
71,Pthreads,2,4.812239
71,Pthreads,4,5.309688
71,Pthreads,6,5.642002
71,Pthreads,8,5.718309
71,Pthreads,12,5.817532
71,MPI,2,2.587812
71,MPI,4,1.581947
71,MPI,6,1.106575
71,MPI,8,0.868586
71,MPI,12,0.595816
72,Sequential,1,3.980914
72,OpenMP,2,3.312641
72,OpenMP,4,2.250077
72,OpenMP,6,1.682912
72,OpenMP,8,1.588486
72,OpenMP,12,1.854461
72,Pthreads,2,5.507379
72,Pthreads,4,6.323015
72,Pthreads,6,5.908290
72,Pthreads,8,5.485723
72,Pthreads,12,5.857352
72,MPI,2,2.596228
72,MPI,4,1.582196
72,MPI,6,1.092303
72,MPI,8,0.835853
72,MPI,12,0.571029
73,Sequential,1,4.008894
73,OpenMP,2,3.338513
73,OpenMP,4,2.257253
73,OpenMP,6,1.832078
73,OpenMP,8,1.742224
73,OpenMP,12,1.977519
73,Pthreads,2,5.881579
73,Pthreads,4,5.979440
73,Pthreads,6,4.851147
73,Pthreads,8,5.198746
73,Pthreads,12,5.537073
73,MPI,2,2.586851
73,MPI,4,1.570704
73,MPI,6,1.089469
73,MPI,8,0.842532
73,MPI,12,0.589745
74,Sequential,1,3.970091
74,OpenMP,2,3.289555
74,OpenMP,4,2.220513
74,OpenMP,6,1.756054
74,OpenMP,8,1.803164
74,OpenMP,12,1.877860
74,Pthreads,2,5.157553
74,Pthreads,4,6.385937
74,Pthreads,6,5.615894
74,Pthreads,8,5.906567
74,Pthreads,12,5.281212
74,MPI,2,2.589905
74,MPI,4,1.598934
74,MPI,6,1.089669
74,MPI,8,0.868371
74,MPI,12,0.573234
75,Sequential,1,3.921319
75,OpenMP,2,3.501195
75,OpenMP,4,2.291459
75,OpenMP,6,1.708438
75,OpenMP,8,1.785419
75,OpenMP,12,1.875790
75,Pthreads,2,5.692679
75,Pthreads,4,5.392182
75,Pthreads,6,5.786108
75,Pthreads,8,4.878001
75,Pthreads,12,6.317423
75,MPI,2,2.601588
75,MPI,4,1.597101
75,MPI,6,1.088472
75,MPI,8,0.845599
75,MPI,12,0.597269
76,Sequential,1,3.982081
76,OpenMP,2,3.294022
76,OpenMP,4,2.289105
76,OpenMP,6,1.614206
76,OpenMP,8,1.620662
76,OpenMP,12,1.775219
76,Pthreads,2,5.357727
76,Pthreads,4,6.360312
76,Pthreads,6,5.873493
76,Pthreads,8,6.030146
76,Pthreads,12,6.220223
76,MPI,2,2.624134
76,MPI,4,1.578356
76,MPI,6,1.098177
76,MPI,8,0.846843
76,MPI,12,0.582345
77,Sequential,1,3.966631
77,OpenMP,2,3.324405
77,OpenMP,4,2.274976
77,OpenMP,6,1.690372
77,OpenMP,8,1.631307
77,OpenMP,12,1.799717
77,Pthreads,2,6.457946
77,Pthreads,4,6.286869
77,Pthreads,6,5.296058
77,Pthreads,8,4.901728
77,Pthreads,12,6.081748
77,MPI,2,2.608411
77,MPI,4,1.584339
77,MPI,6,1.093947
77,MPI,8,0.876608
77,MPI,12,0.587296
78,Sequential,1,3.938608
78,OpenMP,2,3.292675
78,OpenMP,4,2.191147
78,OpenMP,6,1.694234
78,OpenMP,8,1.732866
78,OpenMP,12,1.942075
78,Pthreads,2,5.865500
78,Pthreads,4,5.852214
78,Pthreads,6,5.479416
78,Pthreads,8,4.775851
78,Pthreads,12,5.468136
78,MPI,2,2.568069
78,MPI,4,1.576173
78,MPI,6,1.102644
78,MPI,8,0.905205
78,MPI,12,0.561676
79,Sequential,1,3.967481
79,OpenMP,2,3.333143
79,OpenMP,4,2.260891
79,OpenMP,6,1.808436
79,OpenMP,8,1.691677
79,OpenMP,12,1.958512
79,Pthreads,2,6.491302
79,Pthreads,4,5.965732
79,Pthreads,6,5.869527
79,Pthreads,8,5.188396
79,Pthreads,12,5.921155
79,MPI,2,2.588689
79,MPI,4,1.563221
79,MPI,6,1.095623
79,MPI,8,0.866343
79,MPI,12,0.564333
80,Sequential,1,3.964345
80,OpenMP,2,3.333422
80,OpenMP,4,2.329285
80,OpenMP,6,1.719205
80,OpenMP,8,1.752486
80,OpenMP,12,1.937340
80,Pthreads,2,5.921986
80,Pthreads,4,6.149669
80,Pthreads,6,5.185851
80,Pthreads,8,5.710838
80,Pthreads,12,5.599594
80,MPI,2,2.616201
80,MPI,4,1.582380
80,MPI,6,1.107613
80,MPI,8,0.870523
80,MPI,12,0.563825
81,Sequential,1,3.990945
81,OpenMP,2,3.310914
81,OpenMP,4,2.117525
81,OpenMP,6,1.718407
81,OpenMP,8,1.835583
81,OpenMP,12,1.660249
81,Pthreads,2,5.980330
81,Pthreads,4,5.787637
81,Pthreads,6,6.620855
81,Pthreads,8,6.466382
81,Pthreads,12,5.769262
81,MPI,2,2.609345
81,MPI,4,1.619063
81,MPI,6,1.090647
81,MPI,8,0.865144
81,MPI,12,0.567337
82,Sequential,1,4.257597
82,OpenMP,2,3.307702
82,OpenMP,4,2.273600
82,OpenMP,6,1.823504
82,OpenMP,8,1.773019
82,OpenMP,12,2.030248
82,Pthreads,2,5.329721
82,Pthreads,4,5.987801
82,Pthreads,6,6.077484
82,Pthreads,8,5.536944
82,Pthreads,12,6.101740
82,MPI,2,2.603581
82,MPI,4,1.589536
82,MPI,6,1.100605
82,MPI,8,0.914810
82,MPI,12,0.594371
83,Sequential,1,3.930780
83,OpenMP,2,3.315545
83,OpenMP,4,2.168241
83,OpenMP,6,1.789932
83,OpenMP,8,1.644702
83,OpenMP,12,1.759590
83,Pthreads,2,6.381656
83,Pthreads,4,5.360459
83,Pthreads,6,5.090359
83,Pthreads,8,6.565924
83,Pthreads,12,6.172922
83,MPI,2,2.563851
83,MPI,4,1.573648
83,MPI,6,1.097521
83,MPI,8,0.823431
83,MPI,12,0.569752
84,Sequential,1,3.947429
84,OpenMP,2,3.299031
84,OpenMP,4,2.281367
84,OpenMP,6,1.711850
84,OpenMP,8,1.846879
84,OpenMP,12,1.878883
84,Pthreads,2,6.084030
84,Pthreads,4,5.624403
84,Pthreads,6,5.660237
84,Pthreads,8,5.881412
84,Pthreads,12,4.979762
84,MPI,2,2.582932
84,MPI,4,1.576478
84,MPI,6,1.094999
84,MPI,8,0.832654
84,MPI,12,0.578524
85,Sequential,1,3.992789
85,OpenMP,2,3.273991
85,OpenMP,4,2.231661
85,OpenMP,6,1.753571
85,OpenMP,8,1.776525
85,OpenMP,12,1.811527
85,Pthreads,2,5.518081
85,Pthreads,4,5.529861
85,Pthreads,6,5.075457
85,Pthreads,8,4.968593
85,Pthreads,12,6.529027
85,MPI,2,2.628758
85,MPI,4,1.596548
85,MPI,6,1.097874
85,MPI,8,0.831230
85,MPI,12,0.577216
86,Sequential,1,3.956001
86,OpenMP,2,3.365677
86,OpenMP,4,2.288055
86,OpenMP,6,1.800177
86,OpenMP,8,1.761890
86,OpenMP,12,1.863736
86,Pthreads,2,6.254839
86,Pthreads,4,5.133396
86,Pthreads,6,6.477138
86,Pthreads,8,5.002253
86,Pthreads,12,5.831152
86,MPI,2,2.588743
86,MPI,4,1.655665
86,MPI,6,1.099295
86,MPI,8,0.868625
86,MPI,12,0.565063
87,Sequential,1,3.924287
87,OpenMP,2,3.294182
87,OpenMP,4,2.305423
87,OpenMP,6,1.791287
87,OpenMP,8,1.819279
87,OpenMP,12,1.961961
87,Pthreads,2,5.157557
87,Pthreads,4,5.564160
87,Pthreads,6,5.175672
87,Pthreads,8,6.282222
87,Pthreads,12,5.800749
87,MPI,2,2.628751
87,MPI,4,1.581542
87,MPI,6,1.098079
87,MPI,8,0.863799
87,MPI,12,0.568117
88,Sequential,1,3.968517
88,OpenMP,2,3.326653
88,OpenMP,4,2.121395
88,OpenMP,6,1.834540
88,OpenMP,8,1.667560
88,OpenMP,12,1.781362
88,Pthreads,2,5.645210
88,Pthreads,4,5.635872
88,Pthreads,6,6.052591
88,Pthreads,8,5.977134
88,Pthreads,12,4.810431
88,MPI,2,2.588490
88,MPI,4,1.569783
88,MPI,6,1.098276
88,MPI,8,0.903325
88,MPI,12,0.583574
89,Sequential,1,3.982754
89,OpenMP,2,3.389272
89,OpenMP,4,2.220705
89,OpenMP,6,1.944044
89,OpenMP,8,1.735423
89,OpenMP,12,1.848434
89,Pthreads,2,5.574787
89,Pthreads,4,6.152860
89,Pthreads,6,6.193802
89,Pthreads,8,5.537776
89,Pthreads,12,5.220728
89,MPI,2,2.611751
89,MPI,4,1.590283
89,MPI,6,1.091112
89,MPI,8,0.864093
89,MPI,12,0.568671
90,Sequential,1,3.964684
90,OpenMP,2,3.292780
90,OpenMP,4,2.295492
90,OpenMP,6,1.761693
90,OpenMP,8,1.693753
90,OpenMP,12,1.825257
90,Pthreads,2,5.188312
90,Pthreads,4,5.306006
90,Pthreads,6,4.905858
90,Pthreads,8,5.937051
90,Pthreads,12,5.887274
90,MPI,2,2.602680
90,MPI,4,1.662658
90,MPI,6,1.098804
90,MPI,8,0.857733
90,MPI,12,0.571303
91,Sequential,1,4.017338
91,OpenMP,2,3.363726
91,OpenMP,4,2.189297
91,OpenMP,6,1.858629
91,OpenMP,8,2.282009
91,OpenMP,12,1.899027
91,Pthreads,2,5.822008
91,Pthreads,4,6.229422
91,Pthreads,6,5.573000
91,Pthreads,8,6.906092
91,Pthreads,12,6.074123
91,MPI,2,2.553736
91,MPI,4,1.582244
91,MPI,6,1.091390
91,MPI,8,0.854436
91,MPI,12,0.585385
92,Sequential,1,3.944976
92,OpenMP,2,3.350281
92,OpenMP,4,2.143136
92,OpenMP,6,1.730438
92,OpenMP,8,1.775393
92,OpenMP,12,1.916303
92,Pthreads,2,5.471493
92,Pthreads,4,4.933913
92,Pthreads,6,6.107742
92,Pthreads,8,5.305020
92,Pthreads,12,6.395105
92,MPI,2,2.609836
92,MPI,4,1.569427
92,MPI,6,1.094920
92,MPI,8,0.868043
92,MPI,12,0.586378
93,Sequential,1,3.958169
93,OpenMP,2,3.447715
93,OpenMP,4,2.242825
93,OpenMP,6,1.710112
93,OpenMP,8,1.982962
93,OpenMP,12,1.942563
93,Pthreads,2,5.854271
93,Pthreads,4,5.685540
93,Pthreads,6,6.018778
93,Pthreads,8,5.592852
93,Pthreads,12,5.313880
93,MPI,2,2.599184
93,MPI,4,1.577244
93,MPI,6,1.088819
93,MPI,8,0.844977
93,MPI,12,0.587402
94,Sequential,1,3.936077
94,OpenMP,2,3.329471
94,OpenMP,4,2.285596
94,OpenMP,6,1.661365
94,OpenMP,8,1.638931
94,OpenMP,12,1.761719
94,Pthreads,2,4.805382
94,Pthreads,4,5.705500
94,Pthreads,6,5.414357
94,Pthreads,8,6.399404
94,Pthreads,12,5.532557
94,MPI,2,2.571852
94,MPI,4,1.582264
94,MPI,6,1.104398
94,MPI,8,0.856402
94,MPI,12,0.583487
95,Sequential,1,3.940744
95,OpenMP,2,3.305859
95,OpenMP,4,2.254783
95,OpenMP,6,1.744358
95,OpenMP,8,1.774058
95,OpenMP,12,1.671620
95,Pthreads,2,6.040891
95,Pthreads,4,5.349738
95,Pthreads,6,4.948986
95,Pthreads,8,4.805625
95,Pthreads,12,6.240337
95,MPI,2,2.593721
95,MPI,4,1.561863
95,MPI,6,1.105421
95,MPI,8,0.844867
95,MPI,12,0.592175
96,Sequential,1,3.937204
96,OpenMP,2,3.307901
96,OpenMP,4,2.249470
96,OpenMP,6,1.612619
96,OpenMP,8,1.789502
96,OpenMP,12,1.610617
96,Pthreads,2,5.252545
96,Pthreads,4,5.561147
96,Pthreads,6,5.199737
96,Pthreads,8,5.757954
96,Pthreads,12,5.553587
96,MPI,2,2.618449
96,MPI,4,1.590314
96,MPI,6,1.078832
96,MPI,8,0.849285
96,MPI,12,0.564268
97,Sequential,1,3.967003
97,OpenMP,2,3.306028
97,OpenMP,4,2.319892
97,OpenMP,6,1.753944
97,OpenMP,8,1.808004
97,OpenMP,12,1.639113
97,Pthreads,2,5.573929
97,Pthreads,4,5.426474
97,Pthreads,6,5.591321
97,Pthreads,8,5.384324
97,Pthreads,12,5.668016
97,MPI,2,2.604882
97,MPI,4,1.612745
97,MPI,6,1.098270
97,MPI,8,0.874967
97,MPI,12,0.570702
98,Sequential,1,3.958890
98,OpenMP,2,3.286293
98,OpenMP,4,2.189610
98,OpenMP,6,1.806269
98,OpenMP,8,1.794085
98,OpenMP,12,2.040884
98,Pthreads,2,5.510116
98,Pthreads,4,5.119352
98,Pthreads,6,5.356190
98,Pthreads,8,6.521699
98,Pthreads,12,6.003219
98,MPI,2,2.566287
98,MPI,4,1.634596
98,MPI,6,1.105514
98,MPI,8,0.829483
98,MPI,12,0.565378
99,Sequential,1,3.936907
99,OpenMP,2,3.251938
99,OpenMP,4,2.341098
99,OpenMP,6,1.662305
99,OpenMP,8,1.640840
99,OpenMP,12,1.907292
99,Pthreads,2,5.138696
99,Pthreads,4,5.929362
99,Pthreads,6,5.035107
99,Pthreads,8,6.545960
99,Pthreads,12,6.849653
99,MPI,2,2.602091
99,MPI,4,1.576179
99,MPI,6,1.099124
99,MPI,8,0.892633
99,MPI,12,0.576582
100,Sequential,1,3.960009
100,OpenMP,2,3.292480
100,OpenMP,4,2.151250
100,OpenMP,6,1.781252
100,OpenMP,8,1.807975
100,OpenMP,12,1.819362
100,Pthreads,2,5.131245
100,Pthreads,4,5.688341
100,Pthreads,6,5.455676
100,Pthreads,8,5.180343
100,Pthreads,12,5.254807
100,MPI,2,2.614854
100,MPI,4,1.593653
100,MPI,6,1.099455
100,MPI,8,0.852035
100,MPI,12,0.573950
